sample,n_class_A_carbapenemase_plasmidial,prop_carbapenemase_BD_plasmidial,n_esbl_plasmidial,n_genes_efflux_plasmidial,pct_contigs_plasmidial,n_plasmids_com_conjugacao,gc_diff_plasmid_cromossomo,Species,WHO_Priority
GCA_029079825.1,1,0,3,5,23.00884955752212,6,-0.6899999999999977,Klebsiella pneumoniae,Critical
GCA_029079805.1,1,0,1,1,26.69491525423729,10,-1.0100000000000051,Klebsiella pneumoniae,Critical
GCA_029079845.1,1,0,2,2,26.7175572519084,4,-0.9399999999999976,Klebsiella pneumoniae,Critical
GCA_029079865.1,1,0,3,8,32.22222222222222,17,-0.1799999999999997,Klebsiella pneumoniae,Critical
GCA_029079885.1,1,0,2,11,35.92814371257485,16,-0.8299999999999983,Klebsiella pneumoniae,Critical
GCA_029079895.1,1,0,3,6,29.381443298969074,9,-1.240000000000002,Klebsiella pneumoniae,Critical
GCA_029079905.1,2,0,1,8,33.035714285714285,6,-1.6400000000000006,Klebsiella pneumoniae,Critical
GCA_029079945.1,1,0,2,3,35.65891472868217,16,-1.6600000000000037,Klebsiella pneumoniae,Critical
GCA_029079965.1,1,0,2,11,30.681818181818183,5,-2.5899999999999963,Klebsiella pneumoniae,Critical
GCA_029079985.1,1,0,2,2,33.84615384615385,23,-2.25,Klebsiella pneumoniae,Critical
GCA_029080005.1,1,0,1,11,47.093023255813954,23,-1.2899999999999991,Klebsiella pneumoniae,Critical
GCA_029079995.1,1,0,1,6,32.25806451612903,15,-1.5,Klebsiella pneumoniae,Critical
GCA_029080065.1,1,0,2,12,48.68421052631579,28,-1.9399999999999975,Klebsiella pneumoniae,Critical
GCA_029080045.1,2,0,0,7,24.661654135338345,17,-0.1400000000000005,Klebsiella pneumoniae,Critical
GCA_029080085.1,1,0,0,9,28.98550724637681,10,-1.1499999999999986,Klebsiella pneumoniae,Critical
GCA_029080095.1,1,0,1,4,28.000000000000004,9,-1.8399999999999963,Klebsiella pneumoniae,Critical
GCA_029080125.1,1,0,0,3,36.97916666666667,14,-1.0399999999999991,Klebsiella pneumoniae,Critical
GCA_029080145.1,1,0,1,7,35.04273504273504,15,-2.460000000000001,Klebsiella pneumoniae,Critical
GCA_029458035.1,0,1,2,1,61.53846153846154,2,-4.989999999999995,Klebsiella pneumoniae,Critical
GCA_029889725.1,0,0,0,0,50.0,1,-5.609999999999999,Klebsiella pneumoniae,Critical
GCA_030026945.2,0,0,2,2,29.464285714285715,6,-1.5,Klebsiella pneumoniae,Critical
GCF_001701895.1,1,0,3,7,26.53061224489796,8,-1.5999999999999943,Klebsiella pneumoniae,Critical
GCA_030462605.1,1,0,1,3,40.0,2,-4.460000000000001,Klebsiella pneumoniae,Critical
GCF_001701915.1,1,0,1,7,25.0,5,-0.3400000000000034,Klebsiella pneumoniae,Critical
GCF_001702405.1,0,0,3,7,34.72222222222222,7,-5.219999999999999,Klebsiella pneumoniae,Critical
GCF_001715215.1,1,0,1,4,30.58823529411765,3,-2.0600000000000023,Klebsiella pneumoniae,Critical
GCF_001718115.1,1,0,1,3,33.33333333333333,5,-2.780000000000001,Klebsiella pneumoniae,Critical
GCA_033955015.2,0,1,2,9,15.763546798029555,10,-2.549999999999997,Klebsiella pneumoniae,Critical
GCA_035615435.1,1,0,1,2,33.33333333333333,3,-6.759999999999998,Klebsiella pneumoniae,Critical
GCA_035968235.1,1,1,2,10,21.232876712328768,5,-1.009999999999998,Klebsiella pneumoniae,Critical
GCA_036574225.1,1,0,1,2,43.75,4,-5.300000000000004,Klebsiella pneumoniae,Critical
GCA_036575125.1,0,1,2,0,76.92307692307693,3,-5.810000000000002,Klebsiella pneumoniae,Critical
GCA_036575145.1,0,1,0,1,38.46153846153847,4,-4.82,Klebsiella pneumoniae,Critical
GCA_036575065.1,0,1,2,2,75.0,2,-4.950000000000003,Klebsiella pneumoniae,Critical
GCA_036575305.1,0,1,2,0,28.57142857142857,1,-5.210000000000001,Klebsiella pneumoniae,Critical
GCA_036662835.1,0,0,2,1,66.66666666666666,1,-5.039999999999999,Klebsiella pneumoniae,Critical
GCA_036662875.1,0,0,3,5,19.81132075471698,2,-1.4599999999999935,Klebsiella pneumoniae,Critical
GCA_036662855.1,0,0,2,1,50.0,1,-5.939999999999998,Klebsiella pneumoniae,Critical
GCA_036662895.1,0,0,3,5,26.36363636363636,2,-1.7800000000000011,Klebsiella pneumoniae,Critical
GCA_036759715.2,0,1,2,4,22.317596566523605,16,-2.960000000000001,Klebsiella pneumoniae,Critical
GCA_037052625.1,0,1,3,7,21.96969696969697,5,-1.9799999999999969,Klebsiella pneumoniae,Critical
GCF_001750805.1,0,0,1,1,50.0,2,-3.969999999999999,Klebsiella pneumoniae,Critical
GCF_001866785.1,1,0,2,16,22.48062015503876,6,-0.2199999999999988,Klebsiella pneumoniae,Critical
GCA_038433235.1,1,0,2,12,25.58139534883721,7,-1.3900000000000006,Klebsiella pneumoniae,Critical
GCA_038433245.1,1,0,1,9,39.44954128440367,10,-1.3100000000000025,Klebsiella pneumoniae,Critical
GCA_038433285.1,0,0,2,12,27.64227642276423,6,-1.279999999999994,Klebsiella pneumoniae,Critical
GCA_038433305.1,1,0,2,11,26.15384615384616,7,-1.5900000000000034,Klebsiella pneumoniae,Critical
GCA_040017175.1,0,0,2,6,25.28957528957529,11,-1.25,Klebsiella pneumoniae,Critical
GCA_040151195.1,0,0,2,1,25.42372881355932,7,-4.859999999999999,Klebsiella pneumoniae,Critical
GCA_040493875.1,0,1,3,5,28.28282828282828,6,-2.0,Klebsiella pneumoniae,Critical
GCA_040493745.1,1,0,3,5,21.568627450980397,6,-0.4200000000000017,Klebsiella pneumoniae,Critical
GCA_040493775.1,1,0,3,6,25.961538461538463,6,-0.3100000000000023,Klebsiella pneumoniae,Critical
GCA_040493715.1,0,1,3,5,27.08333333333333,5,-2.1000000000000014,Klebsiella pneumoniae,Critical
GCA_040493795.1,1,1,1,2,26.02739726027397,6,-3.5600000000000023,Klebsiella pneumoniae,Critical
GCA_040493735.1,0,1,3,5,23.14814814814815,5,-1.910000000000004,Klebsiella pneumoniae,Critical
GCA_040493815.1,0,1,1,2,24.786324786324787,7,-4.560000000000002,Klebsiella pneumoniae,Critical
GCA_041358095.1,1,0,0,2,29.069767441860467,9,-1.8899999999999932,Klebsiella pneumoniae,Critical
GCA_041387235.1,1,0,1,5,26.041666666666668,8,-3.390000000000001,Klebsiella pneumoniae,Critical
GCA_041949855.1,1,0,2,10,34.11764705882353,12,-4.399999999999999,Klebsiella pneumoniae,Critical
GCA_041986685.1,1,0,1,7,26.31578947368421,9,-0.9600000000000009,Klebsiella pneumoniae,Critical
GCA_042160135.1,1,1,2,4,19.565217391304348,5,-3.270000000000003,Klebsiella pneumoniae,Critical
GCA_042160215.1,1,1,2,7,18.29268292682927,7,-0.9600000000000009,Klebsiella pneumoniae,Critical
GCA_042607425.1,1,1,2,0,75.0,3,-4.840000000000003,Klebsiella pneumoniae,Critical
GCA_042607435.1,1,1,1,5,75.0,3,-4.449999999999996,Klebsiella pneumoniae,Critical
GCA_042607485.1,1,1,2,3,17.82178217821782,4,-3.979999999999997,Klebsiella pneumoniae,Critical
GCA_042607505.1,1,1,2,4,22.61904761904762,4,-3.739999999999995,Klebsiella pneumoniae,Critical
GCA_042607525.1,1,1,2,6,22.093023255813957,4,-3.3399999999999963,Klebsiella pneumoniae,Critical
GCA_042607545.1,1,1,2,6,22.36842105263158,5,-3.3299999999999983,Klebsiella pneumoniae,Critical
GCA_042607555.1,1,1,2,4,75.0,3,-5.039999999999999,Klebsiella pneumoniae,Critical
GCA_042607585.1,1,1,2,7,26.666666666666668,5,-2.75,Klebsiella pneumoniae,Critical
GCA_042607605.1,1,1,2,4,80.0,4,-5.100000000000001,Klebsiella pneumoniae,Critical
GCA_042607615.1,1,1,1,4,80.0,4,-5.100000000000001,Klebsiella pneumoniae,Critical
GCA_042607645.1,1,1,2,7,19.383259911894275,6,-1.5,Klebsiella pneumoniae,Critical
GCA_042607655.1,1,1,1,4,50.0,2,-4.880000000000003,Klebsiella pneumoniae,Critical
GCA_042607665.1,1,1,2,6,24.52830188679245,6,-2.3399999999999963,Klebsiella pneumoniae,Critical
GCA_042607705.1,1,1,3,2,80.0,4,-5.910000000000004,Klebsiella pneumoniae,Critical
GCA_042607715.1,1,1,6,3,54.54545454545454,5,-6.960000000000001,Klebsiella pneumoniae,Critical
GCA_042607725.1,1,1,2,3,80.0,4,-6.130000000000003,Klebsiella pneumoniae,Critical
GCA_042607735.1,1,1,1,6,27.966101694915253,8,-3.18,Klebsiella pneumoniae,Critical
GCA_042607745.1,1,1,2,7,26.13636363636364,4,-1.6400000000000006,Klebsiella pneumoniae,Critical
GCA_042607805.1,1,1,3,3,80.0,4,-7.170000000000002,Klebsiella pneumoniae,Critical
GCA_042607815.1,0,1,2,4,75.0,3,-5.109999999999999,Klebsiella pneumoniae,Critical
GCA_043848735.1,1,0,3,5,32.26837060702875,12,-0.9200000000000016,Klebsiella pneumoniae,Critical
GCA_043848745.1,0,0,3,2,16.853932584269664,0,0.0300000000000011,Klebsiella pneumoniae,Critical
GCA_043848795.1,0,0,1,7,21.164021164021165,11,-0.6000000000000014,Klebsiella pneumoniae,Critical
GCA_043848815.1,1,0,3,12,37.096774193548384,22,-0.75,Klebsiella pneumoniae,Critical
GCA_043848855.1,1,0,1,7,25.128205128205128,7,-0.0100000000000051,Klebsiella pneumoniae,Critical
GCA_047394525.1,0,1,3,10,40.30612244897959,35,-3.8400000000000034,Klebsiella pneumoniae,Critical
GCA_002099165.1,1,0,3,4,40.0,5,-2.0,Klebsiella pneumoniae,Critical
GCA_002104175.1,1,0,3,7,23.70689655172414,8,-1.0600000000000025,Klebsiella pneumoniae,Critical
GCA_002104185.1,1,0,1,8,25.09505703422053,7,-0.8000000000000043,Klebsiella pneumoniae,Critical
GCA_002104215.1,1,0,2,4,24.561403508771928,8,-1.1499999999999986,Klebsiella pneumoniae,Critical
GCA_002104255.1,1,0,2,7,25.517241379310345,7,-0.9899999999999948,Klebsiella pneumoniae,Critical
GCA_002104265.1,1,0,1,2,24.72222222222222,8,-0.5500000000000043,Klebsiella pneumoniae,Critical
GCA_002104295.1,1,0,0,4,23.12312312312312,8,-0.9400000000000048,Klebsiella pneumoniae,Critical
GCA_002104315.1,1,0,2,1,23.564954682779454,10,-1.0799999999999983,Klebsiella pneumoniae,Critical
GCA_002104355.1,1,0,2,9,28.11501597444089,11,-1.259999999999998,Klebsiella pneumoniae,Critical
GCA_002104365.1,0,0,0,0,24.512534818941504,7,-1.2099999999999935,Klebsiella pneumoniae,Critical
GCA_002105205.2,1,0,1,5,24.598930481283425,5,-0.279999999999994,Klebsiella pneumoniae,Critical
GCA_002119085.1,0,0,2,4,26.548672566371685,2,-0.4100000000000037,Klebsiella pneumoniae,Critical
GCA_030674085.1,1,1,1,4,9.466019417475728,5,-3.460000000000001,Raoultella planticola,Critical
GCA_002029935.1,0,0,0,2,4.504504504504505,2,-2.8000000000000043,Morganella morganii,Critical
GCA_006517665.1,0,0,0,0,4.878048780487805,0,1.0599999999999952,Morganella morganii,Critical
GCA_031630375.1,0,0,0,3,23.63636363636364,10,-4.169999999999995,Morganella morganii,Critical
GCA_031630335.1,0,0,1,2,16.304347826086957,2,-2.5600000000000023,Morganella morganii,Critical
GCA_006517685.1,0,0,0,0,4.166666666666666,1,1.029999999999994,Proteus mirabilis,Critical
GCA_009183685.1,0,0,0,1,13.684210526315791,1,-0.1200000000000045,Proteus mirabilis,Critical
GCA_009183705.1,0,0,1,2,10.9375,2,-0.1000000000000014,Proteus mirabilis,Critical
GCA_009183735.1,0,0,0,1,11.34020618556701,2,0.8999999999999986,Proteus mirabilis,Critical
GCA_009184605.1,0,0,0,0,6.521739130434782,0,-1.0300000000000011,Proteus mirabilis,Critical
GCA_011149675.1,0,0,0,0,33.33333333333333,1,1.2099999999999935,Proteus mirabilis,Critical
GCA_020866825.1,0,0,2,2,66.66666666666666,1,12.949999999999996,Proteus mirabilis,Critical
GCA_030262215.1,0,0,1,2,6.363636363636363,0,-1.7999999999999972,Proteus mirabilis,Critical
GCA_031630295.1,0,1,0,1,13.432835820895525,3,4.539999999999999,Proteus mirabilis,Critical
GCA_031630315.1,1,0,1,1,16.27906976744186,4,3.3599999999999994,Proteus mirabilis,Critical
GCA_042875775.1,0,0,1,3,12.71186440677966,6,3.039999999999999,Proteus mirabilis,Critical
GCA_042875785.1,1,0,0,0,11.320754716981131,6,1.519999999999996,Proteus mirabilis,Critical
GCA_042875835.1,0,0,0,0,3.896103896103896,0,-1.5399999999999991,Proteus mirabilis,Critical
GCA_042875895.1,0,0,2,0,5.9405940594059405,2,2.1499999999999986,Proteus mirabilis,Critical
GCA_042875955.1,0,0,0,0,10.416666666666668,7,0.4100000000000037,Proteus mirabilis,Critical
GCA_042875995.1,0,0,0,0,1.4492753623188406,0,-5.950000000000003,Proteus mirabilis,Critical
GCA_042875975.1,0,0,0,0,3.0927835051546397,0,-1.259999999999998,Proteus mirabilis,Critical
GCA_042876055.1,0,0,0,0,4.761904761904762,0,-1.3200000000000005,Proteus mirabilis,Critical
GCA_045115755.1,0,0,2,2,7.731958762886598,5,0.3999999999999986,Proteus mirabilis,Critical
GCA_003171695.1,0,0,1,2,6.214689265536723,3,5.550000000000004,Proteus mirabilis,Critical
GCA_031630355.1,0,0,0,0,6.521739130434782,1,5.700000000000003,Proteus vulgaris,Critical
GCA_000805715.1,0,0,0,3,8.75,3,4.1200000000000045,Providencia rettgeri,Critical
GCA_031921665.1,0,0,1,0,23.728813559322035,4,2.390000000000001,Providencia rettgeri,Critical
GCA_006517525.1,0,0,0,2,11.11111111111111,4,0.5700000000000003,Providencia stuartii,Critical
GCA_023060545.1,0,1,1,2,20.113314447592067,6,0.0300000000000011,Providencia stuartii,Critical
GCA_031921625.1,0,1,0,1,6.0344827586206895,1,5.0,Providencia stuartii,Critical
GCA_031921605.1,0,1,0,1,5.555555555555555,1,5.0,Providencia stuartii,Critical
GCA_031921645.1,0,1,2,1,26.38888888888889,3,2.030000000000001,Providencia stuartii,Critical
GCA_013425845.1,0,0,0,0,0.0,0,-1.089198308314169,Serratia marcescens,Critical
GCA_013425865.1,0,0,0,0,0.0,0,-0.979041153766828,Serratia marcescens,Critical
GCA_013425885.1,0,0,0,0,0.0,0,-0.9546070875209165,Serratia marcescens,Critical
GCA_023060035.1,1,0,0,0,7.6923076923076925,1,-1.3900000000000006,Serratia marcescens,Critical
GCA_023060455.1,0,0,1,2,17.857142857142858,2,0.2000000000000028,Serratia marcescens,Critical
GCA_023060595.1,0,0,0,0,3.225806451612903,0,2.279999999999994,Serratia marcescens,Critical
GCA_025234845.1,0,0,0,3,28.78787878787879,2,-1.0599999999999952,Serratia marcescens,Critical
GCA_031630205.1,0,1,2,0,14.457831325301203,3,-4.32,Serratia marcescens,Critical
GCA_031630255.1,0,1,1,4,20.3125,1,-2.6699999999999946,Serratia marcescens,Critical
GCA_003204525.1,1,0,1,3,8.13953488372093,3,-1.0600000000000025,Serratia marcescens,Critical
GCA_003204555.1,1,0,0,1,20.809248554913296,6,-1.740000000000002,Serratia marcescens,Critical
GCA_003204565.1,1,0,0,2,21.83908045977012,6,-1.9200000000000017,Serratia marcescens,Critical
GCA_003204595.1,1,0,0,2,27.06766917293233,5,-2.0899999999999963,Serratia marcescens,Critical
GCA_003204615.1,0,0,2,2,9.6,4,-2.9099999999999966,Serratia marcescens,Critical
GCA_003204635.1,1,0,0,2,21.7687074829932,6,-2.4099999999999966,Serratia marcescens,Critical
GCA_003204645.1,0,0,0,1,9.90990990990991,2,-0.8300000000000054,Serratia marcescens,Critical
GCA_003204675.1,1,0,0,1,16.470588235294116,7,-1.7600000000000051,Serratia marcescens,Critical
GCA_003204685.1,1,0,0,1,19.031141868512112,8,-1.6599999999999966,Serratia marcescens,Critical
GCA_003204715.1,1,0,0,0,15.365239294710328,9,-2.3599999999999994,Serratia marcescens,Critical
GCA_003204725.1,0,0,0,1,18.48013816925734,6,-1.8200000000000005,Serratia marcescens,Critical
GCA_003204755.1,1,0,0,1,16.551724137931036,10,-2.539999999999999,Serratia marcescens,Critical
GCA_003204765.1,0,0,2,1,20.0,3,-0.9699999999999988,Serratia marcescens,Critical
GCA_003204795.1,1,0,1,0,12.949640287769784,5,-1.3799999999999957,Serratia marcescens,Critical
GCA_003204805.1,0,0,2,1,8.461538461538462,4,-0.0499999999999971,Serratia marcescens,Critical
GCA_003204835.1,1,0,0,2,12.955465587044534,5,-2.3399999999999963,Serratia marcescens,Critical
GCA_003204855.1,1,0,0,2,18.235294117647054,8,-1.5499999999999972,Serratia marcescens,Critical
GCA_003204865.1,1,0,0,2,18.525179856115106,10,-1.9600000000000009,Serratia marcescens,Critical
GCA_003204885.1,1,0,0,1,21.50537634408602,9,-1.2899999999999991,Serratia marcescens,Critical
GCA_003204905.1,1,0,1,0,5.627705627705628,2,-1.480000000000004,Serratia marcescens,Critical
GCA_003204935.1,1,0,0,1,16.756756756756758,4,-2.549999999999997,Serratia marcescens,Critical
GCA_003204985.1,1,0,0,1,15.78125,11,-1.9799999999999969,Serratia marcescens,Critical
GCA_003204995.1,1,0,0,1,16.79506933744222,7,-2.479999999999997,Serratia marcescens,Critical
GCA_003284885.1,1,0,1,4,20.8955223880597,4,-0.8999999999999986,Serratia marcescens,Critical
GCA_023061075.1,1,0,2,9,35.0,8,-2.740000000000002,Enterobacter asburiae,Critical
GCA_023060115.1,0,0,1,4,16.470588235294116,2,-0.5399999999999991,Pluralibacter gergoviae,Critical
GCA_022401425.1,0,0,0,1,8.411214953271028,0,-0.4699999999999988,Yersinia enterocolitica,Critical
GCA_022401365.1,0,0,0,0,9.174311926605505,0,-0.759999999999998,Yersinia enterocolitica,Critical
GCA_022401485.1,0,0,0,0,7.6190476190476195,0,-0.519999999999996,Yersinia enterocolitica,Critical
GCA_000188815.2,0,0,0,0,7.936507936507936,2,-0.4000000000000057,Escherichia coli,Critical
GCA_000188755.2,0,0,0,5,18.09045226130653,6,-1.5900000000000034,Escherichia coli,Critical
GCA_000268125.1,0,0,0,3,28.18181818181818,8,-0.7999999999999972,Escherichia coli,Critical
GCA_009651015.1,1,0,2,7,32.3943661971831,7,-2.780000000000001,Klebsiella pneumoniae,Critical
GCA_009651075.1,1,0,2,8,29.545454545454547,8,-1.6900000000000048,Klebsiella pneumoniae,Critical
GCA_013180385.1,0,0,2,2,32.58426966292135,6,-6.939999999999998,Klebsiella pneumoniae,Critical
GCA_013180435.1,0,0,2,1,22.22222222222222,2,-5.480000000000004,Klebsiella pneumoniae,Critical
GCA_013180465.1,1,0,0,2,20.61855670103093,6,-4.909999999999997,Klebsiella pneumoniae,Critical
GCA_013180445.1,1,0,0,2,23.809523809523807,5,-5.0,Klebsiella pneumoniae,Critical
GCA_013180525.1,1,0,0,3,21.21212121212121,3,-4.799999999999997,Klebsiella pneumoniae,Critical
GCA_013180515.1,1,0,0,3,23.728813559322035,3,-4.729999999999997,Klebsiella pneumoniae,Critical
GCA_013626195.1,0,0,2,5,35.483870967741936,3,-0.1300000000000025,Klebsiella pneumoniae,Critical
GCA_021464705.1,0,0,4,7,22.53521126760564,11,-1.8800000000000023,Klebsiella pneumoniae,Critical
GCA_022544755.1,1,0,1,1,32.142857142857146,6,-2.529999999999994,Klebsiella pneumoniae,Critical
GCA_041212775.1,1,0,2,1,80.0,4,-5.729999999999997,Klebsiella pneumoniae,Critical
GCA_041213405.1,1,0,0,4,75.0,3,-5.25,Klebsiella pneumoniae,Critical
GCA_041213435.1,1,0,1,2,85.71428571428571,5,-7.660000000000004,Klebsiella pneumoniae,Critical
GCA_041214325.1,1,0,0,4,83.33333333333334,4,-4.200000000000003,Klebsiella pneumoniae,Critical
GCA_041215515.1,1,0,3,2,80.0,3,-5.469999999999999,Klebsiella pneumoniae,Critical
GCA_041216295.1,1,0,3,2,80.0,4,-5.469999999999999,Klebsiella pneumoniae,Critical
GCA_041217655.1,2,0,1,1,75.0,3,-4.410000000000004,Klebsiella pneumoniae,Critical
GCA_041218425.1,1,0,2,0,75.0,3,-4.890000000000001,Klebsiella pneumoniae,Critical
GCA_041218735.1,1,0,2,2,75.0,3,-4.43,Klebsiella pneumoniae,Critical
GCA_041218905.1,1,0,1,1,88.88888888888889,5,-5.240000000000002,Klebsiella pneumoniae,Critical
GCA_041220685.1,1,0,0,0,80.0,3,-5.230000000000004,Klebsiella pneumoniae,Critical
GCA_041219915.1,1,0,2,1,80.0,4,-4.960000000000001,Klebsiella pneumoniae,Critical
GCA_041221275.1,1,0,0,0,80.0,3,-4.759999999999998,Klebsiella pneumoniae,Critical
GCA_041221345.1,1,0,3,3,80.0,4,-5.549999999999997,Klebsiella pneumoniae,Critical
GCA_041221375.1,1,0,2,4,75.0,3,-4.529999999999994,Klebsiella pneumoniae,Critical
GCA_041221385.1,1,0,0,1,83.33333333333334,4,-5.150000000000006,Klebsiella pneumoniae,Critical
GCA_041221395.1,1,0,1,0,75.0,3,-5.280000000000001,Klebsiella pneumoniae,Critical
GCA_041221405.1,1,0,2,3,75.0,3,-4.759999999999998,Klebsiella pneumoniae,Critical
GCA_041221755.1,1,0,0,4,83.33333333333334,4,-4.219999999999999,Klebsiella pneumoniae,Critical
GCA_041221885.1,1,0,2,1,85.71428571428571,4,-4.050000000000004,Klebsiella pneumoniae,Critical
GCA_041221895.1,2,0,1,3,75.0,3,-4.219999999999999,Klebsiella pneumoniae,Critical
GCA_041221905.1,1,0,1,1,60.0,3,-5.789999999999999,Klebsiella pneumoniae,Critical
GCA_041221915.1,1,0,1,0,75.0,3,-5.229999999999997,Klebsiella pneumoniae,Critical
GCA_041221935.1,1,0,3,3,80.0,4,-5.420000000000002,Klebsiella pneumoniae,Critical
GCA_041222145.1,1,0,3,2,75.0,3,-5.450000000000003,Klebsiella pneumoniae,Critical
GCA_041222155.1,1,0,1,1,75.0,2,-4.329999999999998,Klebsiella pneumoniae,Critical
GCA_041222165.1,1,0,1,1,80.0,3,-4.350000000000001,Klebsiella pneumoniae,Critical
GCA_041222185.1,1,0,2,1,66.66666666666666,4,-3.710000000000001,Klebsiella pneumoniae,Critical
GCA_041222195.1,1,0,0,0,75.0,3,-5.280000000000001,Klebsiella pneumoniae,Critical
GCA_041222585.1,1,0,2,1,66.66666666666666,4,-3.700000000000003,Klebsiella pneumoniae,Critical
GCA_041222685.1,1,0,1,1,75.0,3,-4.57,Klebsiella pneumoniae,Critical
GCA_002631045.1,0,1,2,5,21.568627450980397,4,-0.8999999999999986,Klebsiella pneumoniae,Critical
GCA_002951555.1,1,0,2,1,50.0,1,-6.130000000000003,Klebsiella pneumoniae,Critical
GCA_002951595.1,1,0,0,3,66.66666666666666,2,-4.8899999999999935,Klebsiella pneumoniae,Critical
GCA_006514375.1,0,0,0,0,50.0,1,-3.619999999999997,Escherichia coli,Critical
GCA_038397905.1,1,0,0,3,35.025380710659896,11,-3.3200000000000003,Leclercia adecarboxylata,Critical
GCA_000249675.2,0,0,0,1,30.18867924528302,6,-4.549999999999997,Escherichia coli,Critical
GCA_000250195.2,0,0,0,2,15.217391304347828,3,-3.3299999999999983,Escherichia coli,Critical
GCA_023060615.1,0,0,0,0,13.79310344827586,2,0.4600000000000008,Enterobacter bugandensis,Critical
GCA_023572545.1,1,0,0,5,28.35820895522388,4,1.2700000000000031,Providencia stuartii,Critical
GCA_000188875.2,0,0,1,6,21.91780821917808,2,-1.9400000000000048,Escherichia coli,Critical
GCA_007644155.1,0,0,0,7,14.84375,10,-1.6099999999999994,Escherichia coli,Critical
GCA_007644175.1,0,0,0,2,16.842105263157894,0,-2.259999999999998,Escherichia coli,Critical
GCA_007644195.1,0,0,0,0,13.366336633663368,5,-2.0600000000000023,Escherichia coli,Critical
GCA_007644225.1,0,0,1,6,22.15189873417721,4,-2.199999999999996,Escherichia coli,Critical
GCA_007644245.1,0,0,0,0,18.35443037974684,6,-3.0,Escherichia coli,Critical
GCA_007644235.1,0,0,0,2,13.409961685823754,5,-0.8200000000000003,Escherichia coli,Critical
GCA_007644265.1,0,0,1,7,22.89156626506024,6,-2.049999999999997,Escherichia coli,Critical
GCA_007644285.1,0,0,1,3,20.75471698113208,4,-1.8200000000000005,Escherichia coli,Critical
GCA_007644335.1,0,0,1,3,19.879518072289155,4,-2.0,Escherichia coli,Critical
GCA_007644325.1,0,0,1,3,20.77922077922078,5,-2.280000000000001,Escherichia coli,Critical
GCA_007644345.1,0,0,1,7,21.29032258064516,7,-2.710000000000001,Escherichia coli,Critical
GCA_007646555.1,0,0,1,0,11.578947368421051,2,-0.5799999999999983,Escherichia coli,Critical
GCA_007646545.1,0,0,1,4,17.131474103585656,6,-0.8000000000000043,Escherichia coli,Critical
GCA_007646535.1,0,0,0,3,17.56756756756757,6,-0.1300000000000025,Escherichia coli,Critical
GCA_007646615.1,0,0,0,2,10.32258064516129,1,-1.7700000000000031,Escherichia coli,Critical
GCA_007646625.1,0,0,0,0,13.013698630136986,1,-0.3600000000000065,Escherichia coli,Critical
GCA_007646645.1,0,0,0,4,15.0,4,-3.229999999999997,Escherichia coli,Critical
GCA_007646635.1,0,0,0,2,12.716763005780344,2,-1.1799999999999995,Escherichia coli,Critical
GCA_007646735.1,0,0,0,4,18.69918699186992,3,-1.4299999999999995,Escherichia coli,Critical
GCA_007646745.1,0,0,0,0,8.955223880597014,1,-1.2100000000000009,Escherichia coli,Critical
GCA_007646715.1,0,0,1,4,22.81167108753316,7,-2.6099999999999994,Escherichia coli,Critical
GCA_007646755.1,0,0,0,7,19.93006993006993,18,-2.259999999999998,Escherichia coli,Critical
GCA_007646785.1,0,0,0,8,16.216216216216218,7,-1.529999999999994,Escherichia coli,Critical
GCA_007646835.1,0,0,0,2,13.223140495867767,1,-2.1000000000000014,Escherichia coli,Critical
GCA_007646855.1,0,0,0,2,9.523809523809524,2,-0.740000000000002,Escherichia coli,Critical
GCA_007646845.1,0,0,0,2,8.73362445414847,2,-0.9600000000000009,Escherichia coli,Critical
GCA_007646825.1,0,0,0,2,15.048543689320388,4,-1.740000000000002,Escherichia coli,Critical
GCA_007646875.1,0,0,0,4,14.705882352941178,4,-1.8800000000000023,Escherichia coli,Critical
GCA_007646935.1,0,0,0,0,17.525773195876287,3,-2.240000000000002,Escherichia coli,Critical
GCA_007646945.1,0,0,0,7,11.475409836065571,1,-1.3900000000000006,Escherichia coli,Critical
GCA_007646925.1,0,0,0,4,12.949640287769784,1,-2.3800000000000026,Escherichia coli,Critical
GCA_007646955.1,0,0,0,1,17.391304347826086,4,-1.9600000000000009,Escherichia coli,Critical
GCA_007646995.1,0,0,0,3,12.418300653594772,2,-2.039999999999999,Escherichia coli,Critical
GCA_007647025.1,0,0,0,8,5.555555555555555,0,-0.7100000000000009,Escherichia coli,Critical
GCA_007647035.1,0,0,0,4,5.405405405405405,0,-1.3700000000000043,Escherichia coli,Critical
GCA_007647045.1,0,0,0,4,16.736401673640167,6,-2.450000000000003,Escherichia coli,Critical
GCA_007647075.1,0,0,0,0,14.0625,1,-0.5900000000000034,Escherichia coli,Critical
GCA_007647125.1,0,0,0,2,11.458333333333332,4,-1.2700000000000031,Escherichia coli,Critical
GCA_007647205.1,0,0,0,0,2.0408163265306123,0,0.279999999999994,Escherichia coli,Critical
GCA_007647225.1,0,0,0,5,11.363636363636363,1,-3.460000000000001,Escherichia coli,Critical
GCA_007647325.1,0,0,1,2,17.647058823529413,4,-1.1699999999999946,Escherichia coli,Critical
GCA_007647335.1,0,0,0,2,14.685314685314683,2,-0.2000000000000028,Escherichia coli,Critical
GCA_007647345.1,0,0,1,0,13.90728476821192,5,0.7800000000000011,Escherichia coli,Critical
