Species,Source,Date,Location,sample_x,BioSample,Estado,Região,sample_y,vfdb_adherence,vfdb_antimicrobial_activity_competitive_advantage,vfdb_biofilm,vfdb_effector_delivery_system,vfdb_exoenzyme,vfdb_exotoxin,vfdb_immune_modulation,vfdb_invasion,vfdb_motility,vfdb_nutritional_metabolic_factor,vfdb_others,vfdb_post-translational_modification,vfdb_regulation,vfdb_stress_survival,sample_id
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210565.1,SAMEA5951269,,,GCA_022210565.1_PDT000636070.1_genomic,11.0,2.0,0.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210565.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210575.1,SAMEA5951270,,,GCA_022210575.1_PDT000636071.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210575.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210525.1,SAMEA5951271,,,GCA_022210525.1_PDT000636072.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210525.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210545.1,SAMEA5951272,,,GCA_022210545.1_PDT000636073.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210545.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210465.1,SAMEA5951273,,,GCA_022210465.1_PDT000636074.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210465.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210485.1,SAMEA5951274,,,GCA_022210485.1_PDT000636075.1_genomic,11.0,2.0,0.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210485.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210505.1,SAMEA5951275,,,GCA_022210505.1_PDT000636076.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210505.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210445.1,SAMEA5951276,,,GCA_022210445.1_PDT000636077.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022210445.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210425.1,SAMEA5951277,,,GCA_022210425.1_PDT000636078.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210425.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210405.1,SAMEA5951278,,,GCA_022210405.1_PDT000636079.1_genomic,16.0,2.0,8.0,11.0,0.0,15.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210405.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210385.1,SAMEA5951279,,,GCA_022210385.1_PDT000636080.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210385.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210365.1,SAMEA5951280,,,GCA_022210365.1_PDT000636081.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210365.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210345.1,SAMEA5951281,,,GCA_022210345.1_PDT000636082.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210345.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210325.1,SAMEA5951282,,,GCA_022210325.1_PDT000636083.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210325.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210285.1,SAMEA5951283,,,GCA_022210285.1_PDT000636084.1_genomic,16.0,2.0,7.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210285.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210305.1,SAMEA5951284,,,GCA_022210305.1_PDT000636085.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210305.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210265.1,SAMEA5951285,,,GCA_022210265.1_PDT000636086.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,13.0,0.0,0.0,4.0,0.0,GCA_022210265.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210245.1,SAMEA5951286,,,GCA_022210245.1_PDT000636087.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,24.0,0.0,0.0,4.0,0.0,GCA_022210245.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210205.1,SAMEA5951287,,,GCA_022210205.1_PDT000636088.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_022210205.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210225.1,SAMEA5951288,,,GCA_022210225.1_PDT000636089.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210225.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210185.1,SAMEA5951289,,,GCA_022210185.1_PDT000636090.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210185.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210165.1,SAMEA5951290,,,GCA_022210165.1_PDT000636091.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210165.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210145.1,SAMEA5951291,,,GCA_022210145.1_PDT000636092.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022210145.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210085.1,SAMEA5951292,,,GCA_022210085.1_PDT000636093.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,27.0,0.0,0.0,4.0,0.0,GCA_022210085.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210105.1,SAMEA5951293,,,GCA_022210105.1_PDT000636094.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210105.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210125.1,SAMEA5951294,,,GCA_022210125.1_PDT000636095.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022210125.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210065.1,SAMEA5951295,,,GCA_022210065.1_PDT000636096.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210065.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210045.1,SAMEA5951296,,,GCA_022210045.1_PDT000636097.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022210045.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210025.1,SAMEA5951297,,,GCA_022210025.1_PDT000636098.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210025.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022210005.1,SAMEA5951298,,,GCA_022210005.1_PDT000636099.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022210005.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209985.1,SAMEA5951299,,,GCA_022209985.1_PDT000636100.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_022209985.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209965.1,SAMEA5951300,,,GCA_022209965.1_PDT000636101.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,27.0,0.0,0.0,4.0,0.0,GCA_022209965.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209925.1,SAMEA5951301,,,GCA_022209925.1_PDT000636102.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022209925.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209945.1,SAMEA5951302,,,GCA_022209945.1_PDT000636103.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209945.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209885.1,SAMEA5951303,,,GCA_022209885.1_PDT000636104.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209885.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209905.1,SAMEA5951304,,,GCA_022209905.1_PDT000636105.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022209905.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209865.1,SAMEA5951305,,,GCA_022209865.1_PDT000636106.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209865.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209845.1,SAMEA5951306,,,GCA_022209845.1_PDT000636107.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209845.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209805.1,SAMEA5951307,,,GCA_022209805.1_PDT000636108.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209805.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209825.1,SAMEA5951308,,,GCA_022209825.1_PDT000636109.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,13.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209825.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209785.1,SAMEA5951309,,,GCA_022209785.1_PDT000636110.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209785.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209765.1,SAMEA5951310,,,GCA_022209765.1_PDT000636111.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209765.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209725.1,SAMEA5951311,,,GCA_022209725.1_PDT000636112.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209725.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209705.1,SAMEA5951312,,,GCA_022209705.1_PDT000636113.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209705.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209745.1,SAMEA5951313,,,GCA_022209745.1_PDT000636114.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209745.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209685.1,SAMEA5951314,,,GCA_022209685.1_PDT000636115.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209685.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209605.1,SAMEA5951315,,,GCA_022209605.1_PDT000636116.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_022209605.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209645.1,SAMEA5951316,,,GCA_022209645.1_PDT000636117.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209645.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209665.1,SAMEA5951317,,,GCA_022209665.1_PDT000636118.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209665.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209585.1,SAMEA5951318,,,GCA_022209585.1_PDT000636119.1_genomic,16.0,2.0,8.0,10.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,3.0,0.0,GCA_022209585.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209625.1,SAMEA5951319,,,GCA_022209625.1_PDT000636120.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022209625.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209495.1,SAMEA5951320,,,GCA_022209495.1_PDT000636121.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209495.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209565.1,SAMEA5951321,,,GCA_022209565.1_PDT000636122.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022209565.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209525.1,SAMEA5951322,,,GCA_022209525.1_PDT000636123.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209525.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209485.1,SAMEA5951323,,,GCA_022209485.1_PDT000636124.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209485.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209545.1,SAMEA5951324,,,GCA_022209545.1_PDT000636125.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209545.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209465.1,SAMEA5951325,,,GCA_022209465.1_PDT000636126.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022209465.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209445.1,SAMEA5951326,,,GCA_022209445.1_PDT000636127.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022209445.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209425.1,SAMEA5951327,,,GCA_022209425.1_PDT000636128.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,12.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209425.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209385.1,SAMEA5951328,,,GCA_022209385.1_PDT000636129.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_022209385.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209405.1,SAMEA5951329,,,GCA_022209405.1_PDT000636130.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_022209405.1
Klebsiella pneumoniae,,2018.0,Brazil,GCA_022209365.1,SAMEA5951330,,,GCA_022209365.1_PDT000636131.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022209365.1
Klebsiella pneumoniae,blood,2015.0,Brazil,GCA_022204885.1,SAMEA104554881,,,GCA_022204885.1_PDT000672245.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,10.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022204885.1
Klebsiella pneumoniae,blood,2006.0,Brazil,GCA_022182625.1,SAMN14419406,,,GCA_022182625.1_PDT000724097.1_genomic,15.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022182625.1
Klebsiella pneumoniae,blood,2006.0,Brazil,GCA_022182345.1,SAMN14419405,,,GCA_022182345.1_PDT000724098.1_genomic,15.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022182345.1
Klebsiella aerogenes,clinical samples,2016.0,Brazil,GCA_022170505.1,SAMEA7024945,,,GCA_022170505.1_PDT000806959.1_genomic,6.0,2.0,0.0,8.0,0.0,15.0,3.0,1.0,6.0,25.0,0.0,0.0,3.0,0.0,GCA_022170505.1
Klebsiella aerogenes,clinical samples,2016.0,Brazil,GCA_022170345.1,SAMEA7024947,,,GCA_022170345.1_PDT000806961.1_genomic,6.0,2.0,0.0,8.0,0.0,16.0,3.0,1.0,6.0,26.0,0.0,0.0,3.0,0.0,GCA_022170345.1
Klebsiella aerogenes,clinical samples,2016.0,Brazil,GCA_022170305.1,SAMEA7024948,,,GCA_022170305.1_PDT000806962.1_genomic,6.0,2.0,0.0,8.0,0.0,17.0,3.0,1.0,6.0,26.0,0.0,0.0,3.0,0.0,GCA_022170305.1
Klebsiella aerogenes,clinical samples,2016.0,Brazil,GCA_022170485.1,SAMEA7024949,,,GCA_022170485.1_PDT000806963.1_genomic,6.0,2.0,0.0,8.0,0.0,15.0,3.0,1.0,6.0,26.0,0.0,0.0,3.0,0.0,GCA_022170485.1
Klebsiella aerogenes,clinical samples,2016.0,Brazil,GCA_022170285.1,SAMEA7024950,,,GCA_022170285.1_PDT000806964.1_genomic,6.0,2.0,0.0,8.0,0.0,17.0,3.0,1.0,6.0,26.0,0.0,0.0,3.0,0.0,GCA_022170285.1
Klebsiella aerogenes,clinical samples,2016.0,Brazil,GCA_022170325.1,SAMEA7024951,,,GCA_022170325.1_PDT000806965.1_genomic,6.0,2.0,0.0,8.0,0.0,16.0,3.0,1.0,6.0,25.0,0.0,0.0,2.0,0.0,GCA_022170325.1
Klebsiella aerogenes,clinical samples,2016.0,Brazil,GCA_022170245.1,SAMEA7024953,,,GCA_022170245.1_PDT000806966.1_genomic,6.0,2.0,0.0,8.0,0.0,15.0,3.0,1.0,6.0,25.0,0.0,0.0,3.0,0.0,GCA_022170245.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023615.1,SAMEA7556443,,,GCA_022023615.1_PDT000947317.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023615.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023635.1,SAMEA7556444,,,GCA_022023635.1_PDT000947318.1_genomic,15.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023635.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023655.1,SAMEA7556445,,,GCA_022023655.1_PDT000947319.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023655.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023555.1,SAMEA7556446,,,GCA_022023555.1_PDT000947320.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023555.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023535.1,SAMEA7556448,,,GCA_022023535.1_PDT000947322.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023535.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023515.1,SAMEA7556449,,,GCA_022023515.1_PDT000947323.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023515.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023495.1,SAMEA7556450,,,GCA_022023495.1_PDT000947324.1_genomic,16.0,2.0,8.0,14.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023495.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023455.1,SAMEA7556451,,,GCA_022023455.1_PDT000947325.1_genomic,16.0,2.0,8.0,13.0,0.0,0.0,14.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_022023455.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023475.1,SAMEA7556454,,,GCA_022023475.1_PDT000947328.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023475.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023435.1,SAMEA7556455,,,GCA_022023435.1_PDT000947329.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023435.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023415.1,SAMEA7556457,,,GCA_022023415.1_PDT000947331.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023415.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023335.1,SAMEA7556458,,,GCA_022023335.1_PDT000947332.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023335.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023395.1,SAMEA7556461,,,GCA_022023395.1_PDT000947335.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,11.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023395.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023355.1,SAMEA7556462,,,GCA_022023355.1_PDT000947336.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023355.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023365.1,SAMEA7556463,,,GCA_022023365.1_PDT000947337.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023365.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023315.1,SAMEA7556464,,,GCA_022023315.1_PDT000947338.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023315.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023295.1,SAMEA7556465,,,GCA_022023295.1_PDT000947339.1_genomic,15.0,2.0,8.0,11.0,0.0,0.0,18.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023295.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023275.1,SAMEA7556466,,,GCA_022023275.1_PDT000947340.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023275.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023255.1,SAMEA7556467,,,GCA_022023255.1_PDT000947341.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023255.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023235.1,SAMEA7556468,,,GCA_022023235.1_PDT000947342.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,24.0,0.0,0.0,4.0,0.0,GCA_022023235.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023215.1,SAMEA7556469,,,GCA_022023215.1_PDT000947343.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023215.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023195.1,SAMEA7556470,,,GCA_022023195.1_PDT000947344.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023195.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023175.1,SAMEA7556471,,,GCA_022023175.1_PDT000947345.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023175.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023155.1,SAMEA7556472,,,GCA_022023155.1_PDT000947346.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,11.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023155.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023135.1,SAMEA7556473,,,GCA_022023135.1_PDT000947347.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023135.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023095.1,SAMEA7556474,,,GCA_022023095.1_PDT000947348.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023095.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023115.1,SAMEA7556475,,,GCA_022023115.1_PDT000947349.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023115.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023075.1,SAMEA7556476,,,GCA_022023075.1_PDT000947350.1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,12.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_022023075.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023055.1,SAMEA7556477,,,GCA_022023055.1_PDT000947351.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023055.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023035.1,SAMEA7556478,,,GCA_022023035.1_PDT000947352.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023035.1
